AMOUNT,CANDIDATE,CONTRIBUTIONTYPEDESC,CONTRIBUTORTYPEDESC,CONTRIBUTOR_ADDRESS,CONTRIBUTOR_NAME,CONTRIBUTOR_POSTAL_CODE,OFFICE,OFFICE_TYPE,WARD_NO,Year
750.0,"Heaps, Adrian",Monetary,Individual, ,"Albertson, Karen",M1N 2T1,Councillor,2.0,35,2006
750.0,"Heaps, Adrian",Monetary,Individual, ,"Albertson, Sandra",P7G 1E5,Councillor,2.0,35,2006
750.0,"Heaps, Adrian",Monetary,Individual, ,"Albertson, Sarah",P7B 5E5,Councillor,2.0,35,2006
200.0,"Jenkins, Cliff",Monetary,Individual, ,"Alboini, Lesley",M4N 1G5,Councillor,2.0,25,2006
500.0,"Santos, Rowena",Monetary,Individual, ,"Alcobendas, Pascual",L6S 5B2,Councillor,2.0,14,2006
200.0,"Vaughan, Adam",Monetary,Individual, ,"Aldana, Patricia",M5S 2L2,Councillor,2.0,20,2006
200.0,"Alexopoulos, Diane",Monetary,Individual, ,"Alden, Heather",M4K 2J1,Councillor,2.0,29,2006
750.0,"De Baeremaeker, Glenn",Monetary,Corporation,"2100 Ellesmere Road, Suite 200, Toronto",Aldgate Group,M1H 3B7,Councillor,2.0,38,2006
100.0,"Alexopoulos, Diane",Monetary,Individual, ,"Alexopoulos, Zoe",M4J 4R7,Councillor,2.0,29,2006
200.0,"Alexopoulos, Diane",Monetary,Individual, ,"Alexopoulos, Zoe",M4J 4R7,Councillor,2.0,29,2006
250.0,"Li Preti, Peter",Monetary,Corporation,"5160 Explorer Dr., Suite 21, Mississauga",Alfon Gallucci General Construction Limited,L4W 4T7,Councillor,2.0,8,2006
750.0,"Ali, Cadigia",Monetary,Individual, ,"Ali, Asha",M4P 1A7,Councillor,2.0,2,2006
750.0,"Ali, Cadigia",Monetary,Individual, ,"Ali, Cadigia",M9C 4X5,Councillor,2.0,2,2006
750.0,"Ali, Cadigia",Monetary,Individual, ,"ALi, Faduma",M9P 1A7,Councillor,2.0,2,2006
750.0,"Ingar, Abdul",Monetary,Individual, ,"Ali, Fiona Parvez",M4S 2T9,Councillor,2.0,26,2006
200.0,"Ali, Cadigia",Monetary,Individual, ,"Ali, Mohamed",M9V 1N4,Councillor,2.0,2,2006
750.0,"Ingar, Abdul",Monetary,Individual, ,"Ali, Parvez",M3C 1W3,Councillor,2.0,26,2006
250.0,"Carroll, Shelley",Monetary,Individual, ,"Ali, Vakili",L4K 3W7,Councillor,2.0,33,2006
200.0,"Dhanani, Mohamed",Monetary,Individual, ,"Alibhai, Nazirali",L3S 3T8,Councillor,2.0,26,2006
750.0,"Minnan-Wong, Denzil",Monetary,Corporation,"3 Glen Rush Blvd., Toronto",ALIT Developments Inc.,M5N 2T2,Councillor,2.0,34,2006
300.0,"Salek, Susan",Monetary,Individual, ,"Alkindy, Abdulelah",M2N 3V4,Councillor,2.0,34,2006
125.0,"Moscoe, Howard",Monetary,Individual, ,"Allan, Rubin",L3T 5N1,Councillor,2.0,15,2006
400.0,"Mihevc, Joe",Monetary,Individual, ,"Allen, Douglas",M5R 3E5,Councillor,2.0,21,2006
300.0,"Lewis, John",Monetary,Individual, ,"Allen, Jane",M4L 1N6,Councillor,2.0,32,2006
114.0,"Perks, Gord",Monetary,Individual, ,"Allen, Nigel",M6R 1X8,Councillor,2.0,14,2006
300.0,"Romano Anthony, Sandra",Monetary,Individual, ,"Alli, Diana",M6J 2G2,Councillor,2.0,7,2006
200.0,"Dhanani, Mohamed",Monetary,Individual, ,"ALLIBHAI, GULSHAN",L4B 4B6,Councillor,2.0,26,2006
750.0,"Bosnick, Steven",Monetary,Trade Union,"222 Rowntree Dairy Rd., Woodbridge",Allied Construction Employees Local 1030,L4L 9T2,Councillor,2.0,16,2006
200.0,"Vaughan, Adam",Monetary,Individual, ,"Allsopp, Robert",M5T 3K6,Councillor,2.0,20,2006
200.0,"Sewell, John",Monetary,Individual, ,"Allsopp, Robert",M5T 3K6,Councillor,2.0,21,2006
600.0,"Kennedy, Helen",Monetary,Individual, ,"Almeida, Shana",M4Y 2X3,Councillor,2.0,20,2006
200.0,"Li Preti, Peter",Monetary,Individual, ,"Alo, Nick",M4C 1P7,Councillor,2.0,8,2006
500.0,"Scalabrini, Cinzia",Monetary,Individual, ,"Aloi, Maria",M6J 2B1,Councillor,2.0,17,2006
150.0,"Scalabrini, Cinzia",Monetary,Individual, ,"Aloi, Niside",M6J 2B1,Councillor,2.0,17,2006
500.0,"Scalabrini, Cinzia",Monetary,Individual, ,"Aloi, Rita",M6J 2B1,Councillor,2.0,17,2006
300.0,"Jenkins, Cliff",Monetary,Individual, ,"Altay, Andy",M2P 1Y7,Councillor,2.0,25,2006
750.0,"Milczyn, Peter",Monetary,Corporation,"920 Yonge Street, Suite 1000, Toronto",Alterra-Finer Ltd.,M4W 3C7,Councillor,2.0,5,2006
150.0,"Nunziata, Frances",Monetary,Individual, ,"Altobelli, Carlo",M9N 1S4,Councillor,2.0,11,2006
150.0,"Pantalone, Joe",Monetary,Individual, ,"ALVAREZ, FRANK",M6J 1W9,Councillor,2.0,19,2006
75.0,"Ouellette, Chris",Monetary,Individual, ,"Alves, Andre",M4M 2C7,Councillor,2.0,20,2006
50.0,"Ouellette, Chris",Monetary,Individual, ,"Alves, Andre",M4M 2C7,Councillor,2.0,20,2006
150.0,"Thompson, Michael",Monetary,Corporation,"2032 Lawrence Ave W, Toronto",Alzahraa Halal Meat Inc.,M1R 2Z3,Councillor,2.0,37,2006
750.0,"Dominelli, Fred",Monetary,Corporation,"911 Horner St., Suite 300, Vancouver",AMACON Construction,V6B 2W6,Councillor,2.0,17,2006
300.0,"Nunziata, Frances",Monetary,Individual, ,"Amadi, Bruno",M9P 1R5,Councillor,2.0,11,2006
750.0,"Perruzza, Anthony",Monetary,Trade Union,"812 Wilson Ave., Toronto",Amagamated Transit Union Local 113,M3K 1E5,Councillor,2.0,8,2006
400.0,"Heaps, Adrian",Monetary,Trade Union,"812 Wilson Ave, Toronto",Amalg Transit Union Local 113,M3K 1E5,Councillor,2.0,35,2006
350.0,"Bussin, Sandra",Monetary,Trade Union,"812 Wilson Ave, Toronto",Amalgamated Transit Union - Local 113,M3K 1E5,Councillor,2.0,32,2006
400.0,"Bussin, Sandra",Monetary,Trade Union,"812 Wilson Ave, Toronto",Amalgamated Transit Union - Local 113,M3K 1E5,Councillor,2.0,32,2006
400.0,"Moscoe, Howard",Monetary,Corporation,"812 Wilson Avenue, Toronto",Amalgamated Transit Union Local 113,M3K 1E5,Councillor,2.0,15,2006
200.0,"Carroll, Shelley",Monetary,Trade Union,"812		Wilson Ave., Toronto",Amalgamated Transit Union Local 113,M3K 1E5,Councillor,2.0,33,2006
200.0,"Carroll, Shelley",Monetary,Trade Union,"812		Wilson Ave, Toronto",Amalgamated transit union Local 113,M3K 1E5,Councillor,2.0,33,2006
400.0,"Carroll, Shelley",Monetary,Trade Union,"812		Wilson Ave., Toronto",Amalgamated Transit Union Local 113,M3K 1E5,Councillor,2.0,33,2006
750.0,"Giambrone, Adam",Monetary,Trade Union,"812 Wilson Ave, Toronto",Amalgamated Transit Union Local 113,M3K 1E5,Councillor,2.0,18,2006
350.0,"De Baeremaeker, Glenn",Monetary,Trade Union,"812 Wilson Ave., Toronto",Amalgamated Transit Union Local 113,M3K 1E5,Councillor,2.0,38,2006
400.0,"De Baeremaeker, Glenn",Monetary,Trade Union,"812 Wilson Ave., Toronto",Amalgamated Transit Union Local 113,M3K 1E5,Councillor,2.0,38,2006
400.0,"Shiller, Ed",Monetary,Trade Union,"812 Wilson Avenue, Downsview",Amalgamated Transit Union Local 113,M3K 1E5,Councillor,2.0,24,2006
400.0,"Robertson, David",Monetary,Trade Union,"812 WILSON AVENUE, DOWNSVIEW",AMALGAMATED TRANSIT UNION LOCAL 113,M3K 1E5,Councillor,2.0,41,2006
350.0,"Robertson, David",Monetary,Trade Union,"812 WILSON AVENUE, DOWNSVIEW",AMALGAMATED TRANSIT UNION LOCAL 113,M3K 1E5,Councillor,2.0,41,2006
400.0,"Alexopoulos, Diane",Monetary,Trade Union,"812 Wilson Ave, Toronto",Amalgamated Transit Union Local 113,M3K 1E5,Councillor,2.0,29,2006
350.0,"Alexopoulos, Diane",Monetary,Trade Union,"812 Wilson Ave, Toronto",Amalgamated Transit Union Local 113,M3K 1E5,Councillor,2.0,29,2006
400.0,"Ali, Cadigia",Monetary,Trade Union,"812 Wilson Ave, Toronto",Amalgamated Transit Union Local 113,M3K 1E5,Councillor,2.0,2,2006
400.0,"Romano Anthony, Sandra",Monetary,Trade Union,"812 Wilson Ave., Toronto",Amalgamated Transit Union Local 113,M3M 1H2,Councillor,2.0,7,2006
400.0,"Hamara, Greg",Monetary,Trade Union,"812 Wilson Avenue, Downsview",Amalgamated Transit Union Local 113,M3K 1E5,Councillor,2.0,13,2006
300.0,"Laforet, John",Monetary,Trade Union,"812 Wilson Ave., Toronto","Amalgamated Transit Union, Local 113",M3X 1E5,Councillor,2.0,43,2006
130.0,"Augimeri, Maria",Monetary,Individual, ,"Aman, Jamila",L4T 3K4,Councillor,2.0,9,2006
200.0,"Santos, Rowena",Monetary,Individual, ,"Aman, John",L6S 4J1,Councillor,2.0,14,2006
400.0,"Reodica, Willie",Monetary,Individual, ,"Amante, Jon",L1X 2M3,Councillor,2.0,38,2006
400.0,"Singer, Ron",Monetary,Individual, ,"Amaron, Robert",M5M 1M5,Councillor,2.0,15,2006
200.0,"Stintz, Karen",Monetary,Individual, ,"Amaron, Robert",M5M 1M5,Councillor,2.0,16,2006
750.0,"McConnell, Pam",Monetary,Individual, ,"Ambrose, James",M5A 1R7,Councillor,2.0,28,2006
200.0,"Milczyn, Peter",Monetary,Individual, ,"Amenta, Angelo",M9A 2G9,Councillor,2.0,5,2006
500.0,"Dhanani, Mohamed",Monetary,Individual, ,"Amersi, Fatehali",M2H 3N4,Councillor,2.0,26,2006
750.0,"Li Preti, Peter",Monetary,Corporation,"1200 Eglinton Ave. East, Suite 202, Toronto",Amexon Property Management Inc.,M3C 1H9,Councillor,2.0,8,2006
250.0,"Giambrone, Adam",Monetary,Corporation,"105 Nantucket Blvd., Toronto",Amherst Crane Rentals Association,M1P 2N5,Councillor,2.0,18,2006
200.0,"Dhanani, Mohamed",Monetary,Individual, ,"Amin, Rana",L4J 5N2,Councillor,2.0,26,2006
300.0,"Salek, Susan",Monetary,Individual, ,"Amin-Darolzarbi, Farzaneh",M5E 2A1,Councillor,2.0,34,2006
300.0,"Salek, Susan",Monetary,Individual, ,"Amini, Jafar",M3C 2M6,Councillor,2.0,34,2006
350.0,"Aminvaziri, Bahar",Monetary,Individual, ,"Aminvaziri, Alireza",L4J 6V8,Councillor,2.0,26,2006
484.52,"Aminvaziri, Bahar",Monetary,Individual, ,"Aminvaziri, Bahar",M4P 1Y3,Councillor,2.0,26,2006
750.0,"Amirpour, Sanaz",Monetary,Individual, ,"AMIRPOUR DOWLATSHAHI, KAMRAN",M2H 3G4,Councillor,2.0,24,2006
200.0,"Amirpour, Sanaz",Monetary,Individual, ,"AMIRPOUR, KIANA",M2H 3G4,Councillor,2.0,24,2006
40.0,"Amirpour, Sanaz",Monetary,Individual, ,"AMIRPOUR, KIANA",M2H 3G4,Councillor,2.0,24,2006
150.0,"Amirpour, Sanaz",Monetary,Individual, ,"AMIRPOUR, SANAZ",M2H 3G4,Councillor,2.0,24,2006
1006.1,"Amirpour, Sanaz",Monetary,Individual, ,"AMIRPOUR, SANAZ",M2H 3G4,Councillor,2.0,24,2006
80.0,"Amirpour, Sanaz",Monetary,Individual, ,"AMIRPOUR, SARA",L1X 2J7,Councillor,2.0,24,2006
200.0,"Amirpour, Sanaz",Monetary,Individual, ,"AMIRPOUR, SARA",L1X 2J7,Councillor,2.0,24,2006
300.0,"Shah, Tushar",Monetary,Individual, ,"Amlani, Nasirallia",L2R 8K6,Councillor,2.0,38,2006
250.0,"Miller, Andrew",Monetary,Individual, ,"Amrstrong, Dr. Andrew",M2N 6C7,Councillor,2.0,23,2006
300.0,"Ferreira, Paul",Monetary,Individual, ,"Amuchastegui, Maria",M4P 3E5,Councillor,2.0,11,2006
200.0,"Moscoe, Howard",Monetary,Individual, ,"Ander, Lillian",M2K 2Y2,Councillor,2.0,15,2006
300.0,"Jenkins, Cliff",Monetary,Individual, ,"Andersen, Barb",M2P 1R7,Councillor,2.0,25,2006
250.0,"Rae, Kyle",Monetary,Individual, ,"Anderson, Allen",M6M 2W4,Councillor,2.0,27,2006
200.0,"Vaughan, Adam",Monetary,Individual, ,"Anderson, Antony",M6G 2M5,Councillor,2.0,20,2006
200.0,"Rae, Kyle",Monetary,Individual, ,"Anderson, Joan",M4Y 1B9,Councillor,2.0,27,2006
250.0,"Rae, Kyle",Monetary,Individual, ,"Anderson, Maurice",L5B 2H8,Councillor,2.0,27,2006
200.0,"Reodica, Willie",Monetary,Individual, ,"Andres, Dr. Mario",M5R 3M8,Councillor,2.0,38,2006
150.0,"Maniates, Natalie",Monetary,Individual, ,"Andrews, Stephen",M4G 2H2,Councillor,2.0,26,2006
300.0,"Hamara, Greg",Monetary,Individual, ,"Andriewsky, Olga",M9A 5E7,Councillor,2.0,13,2006
200.0,"Lee, Chin",Monetary,Individual, ,"ANG, BENG HUAT",M1V 1C8,Councillor,2.0,41,2006
750.0,"Robertson, David",Monetary,Individual, ,"Ang, Danny",M5G 2H5,Councillor,2.0,41,2006
200.0,"Kelly, Norm",Monetary,Individual, ,"Ang, Steven",M5T 1Z3,Councillor,2.0,40,2006
500.0,"McKenna, Mike",Monetary,Individual, ,"Angeles, Adelia",M6S 2M7,Councillor,2.0,2,2006
150.0,"Fletcher, Paula",Monetary,Individual, ,"Angus, Fred",M4J 5A6,Councillor,2.0,30,2006
750.0,"Pantalone, Joe",Monetary,Individual, ,"ANISMAN, PAUL",M6J 1G5,Councillor,2.0,19,2006
200.0,"Milczyn, Peter",Monetary,Individual, ,"Anisman, Paul F.",M6J 1G5,Councillor,2.0,5,2006
250.0,"Toutchinski, Igor",Monetary,Individual, ,"Anisovets, Elena",M4H 3H9,Councillor,2.0,10,2006
750.0,"Filion, John",Monetary,Corporation,"864 York Mills Rd., Toronto",Anndale Properties,M3B 1Y4,Councillor,2.0,23,2006
50.0,"Darby, Charm",Monetary,Individual, ,"Anne, Johnston",L0A 1K0,Councillor,2.0,16,2006
100.0,"Darby, Charm",Monetary,Individual, ,"Anne, Johnston",L0A 1K0,Councillor,2.0,16,2006
750.0,"Ather, Mohammed",Monetary,Individual, ,"Ansari, Fatima",M1B 2L7,Councillor,2.0,42,2006
750.0,"Ather, Mohammed",Monetary,Individual, ,"Ansari, Mohammed",M1B 2L7,Councillor,2.0,42,2006
200.0,"Jabbar, Raza",Monetary,Individual, ,"Ansari, Razi",L4A 7X5,Councillor,2.0,26,2006
200.0,"Parker, John",Monetary,Individual, ,"Anthony, Pauline",M3B 2J3,Councillor,2.0,26,2006
300.0,"Jenkins, Cliff",Monetary,Individual, ,"Anthony, Robert",M3B 2J3,Councillor,2.0,25,2006
130.0,"Augimeri, Maria",Monetary,Individual, ,"Antoniani, A.",M3M 2B6,Councillor,2.0,9,2006
500.0,"Del Grande, Mike",Monetary,Individual, ,"Antonipillai, Selastin",M1B 1R3,Councillor,2.0,39,2006
100.0,"Bravo, Alejandra",Monetary,Individual, ,"Antze, Paul",M6E 3A1,Councillor,2.0,17,2006
200.0,"Bravo, Alejandra",Monetary,Individual, ,"Antze, Paul",M6E 3A1,Councillor,2.0,17,2006
200.0,"Bravo, Alejandra",Monetary,Individual, ,"Antze, Rosemary",M6E 3A1,Councillor,2.0,17,2006
200.0,"Lovatsis, Norman",Monetary,Corporation,"3520 Danforth Ave., Toronto",APAK Auto Sales,M1L 1E5,Councillor,2.0,35,2006
350.0,"Rae, Kyle",Monetary,Individual, ,"Apler, Barry",M5R 2V9,Councillor,2.0,27,2006
350.0,"Feldman, Michael",Monetary,Corporation,"200 Barmac Dr., Toronto",Apotex Inc,M9J 2Z7,Councillor,2.0,10,2006
200.0,"Li Preti, Peter",Monetary,Corporation,"150 Signet Drive, Toronto",Apotex Inc. - Signet,M9L 1T9,Councillor,2.0,8,2006
750.0,"Mammoliti, Giorgio",Monetary,Corporation,"150 Signet Drive, Toronto",Apotex Inc.-Signet,M9L 1T9,Councillor,2.0,7,2006
300.0,"Kelly, Norm",Monetary,Corporation,"73 Industrial Parkway North, Aurora",Apple Self Storage Inc.,L4G 4C4,Councillor,2.0,40,2006
200.0,"Bussin, Sandra",Monetary,Individual, ,"Applebaum, James",M4E 2R4,Councillor,2.0,32,2006
200.0,"Stintz, Karen",Monetary,Individual, ,"Appleby, Ronald",M4R 1K8,Councillor,2.0,16,2006
200.0,"Augimeri, Maria",Monetary,Individual, ,"Appleton, George",M3M 1A3,Councillor,2.0,9,2006
200.0,"Augimeri, Maria",Monetary,Individual, ,"Appleton, George",M3M 1A3,Councillor,2.0,9,2006
200.0,"Perruzza, Anthony",Monetary,Individual, ,"Appleton, George",M3M 1A3,Councillor,2.0,8,2006
100.0,"Darby, Charm",Monetary,Individual, ,"Appleyard, David",M5M 2P6,Councillor,2.0,16,2006
200.0,"Darby, Charm",Monetary,Individual, ,"Appleyard, David",M5M 2P6,Councillor,2.0,16,2006
200.0,"Robertson, David",Monetary,Individual, ,"Arambamoorthy, Vigneswararasa",M1S 4N5,Councillor,2.0,41,2006
750.0,"Vaughan, Adam",Monetary,Individual, ,"Arangio, Margaret",L3P 6W6,Councillor,2.0,20,2006
250.0,"Toutchinski, Igor",Monetary,Corporation,"264 Queens Quay W., Suite 810, Toronto",Architectural Stone Abara Inc.,M5J 1B5,Councillor,2.0,10,2006
250.0,"Toutchinski, Igor",Monetary,Corporation,"264 Queens Quay W., Suite 810, Toronto",Architectural Stone Abara Inc.,M5J 1B5,Councillor,2.0,10,2006
200.0,"Renda, Joe",Monetary,Individual, ,"Arcuri, Domenic",M9M 1G9,Councillor,2.0,12,2006
200.0,"Renda, Joe",Monetary,Individual, ,"Arcuri, Joe",M9M 1G9,Councillor,2.0,12,2006
200.0,"South, Dilorece",Monetary,Individual, ,"Ardanaz, Gerard",M6R 1K2,Councillor,2.0,14,2006
600.0,"Stintz, Karen",Monetary,Individual, ,"Arden, Ervin",L3T 7C7,Councillor,2.0,16,2006
150.0,"Renda, Joe",Monetary,Individual, ,"Arduini, Adriano",M6L 1R7,Councillor,2.0,12,2006
750.0,"Renda, Joe",Monetary,Individual, ,"Arduini, Ernesto",M3H 3V3,Councillor,2.0,12,2006
500.0,"Renda, Joe",Monetary,Individual, ,"Arduini, Maria",M3H 3V3,Councillor,2.0,12,2006
500.0,"Renda, Joe",Monetary,Individual, ,"Arduini, Maria",M6L 1R7,Councillor,2.0,12,2006
150.0,"Renda, Joe",Monetary,Individual, ,"Arduini, Melissa",M6L 1R7,Councillor,2.0,12,2006
750.0,"Renda, Joe",Monetary,Individual, ,"Arduini, Rachele",M6L 1E4,Councillor,2.0,12,2006
750.0,"Renda, Joe",Monetary,Individual, ,"Arduini, Rosanna",M6L 1L5,Councillor,2.0,12,2006
500.0,"Renda, Joe",Monetary,Individual, ,"Arduini, Sal",M6L 1R7,Councillor,2.0,12,2006
300.0,"Renda, Joe",Monetary,Individual, ,"Arduini, Sandra",M6L 1R7,Councillor,2.0,12,2006
200.0,"Salek, Susan",Monetary,Individual, ,"Ariannejad, Mehrdad",L3T 2M7,Councillor,2.0,34,2006
200.0,"Aminvaziri, Bahar",Monetary,Individual, ,"Ariannejad, Mehrdad",L3T 2M7,Councillor,2.0,26,2006
180.0,"Aminvaziri, Bahar",Monetary,Individual, ,"Ariannejad, Mehrdad",L3T 2M7,Councillor,2.0,26,2006
300.0,"Kelly, Norm",Monetary,Individual, ,"Ariaratnam, Kingsley",M1W 1G6,Councillor,2.0,40,2006
250.0,"Toutchinski, Igor",Monetary,Individual, ,"Ariarouov, Irina",L4J 8P7,Councillor,2.0,10,2006
450.0,"Del Grande, Mike",Monetary,Corporation,"63 Progress Court, Suite 3, Brampton",Arion Services Ltd,L6S 5X2,Councillor,2.0,39,2006
280.0,"Ching, John",Monetary,Individual, ,"Ariss, Nellie-Mark",L5N 3A6,Councillor,2.0,41,2006
250.0,"Patel, Abdul",Monetary,Individual, ,"Arivuchelvan, Mirunalini",M1G 1S2,Councillor,2.0,43,2006
200.0,"Protsenko, Vlad",Monetary,Individual, ,"Arkhangelskiy, Vladimir",L4C 1W7,Councillor,2.0,9,2006
750.0,"Vaughan, Adam",Monetary,Individual, ,"Armatage, Kay",M5S 2L8,Councillor,2.0,20,2006
300.0,"Maniates, Natalie",Monetary,Individual, ,"Armstrong, Carolyn",M4G 1S2,Councillor,2.0,26,2006
250.0,"South, Dilorece",Monetary,Individual, ,"Armstrong, E. Roy",L5N 5J6,Councillor,2.0,14,2006
250.0,"Miller, Andrew",Monetary,Individual, ,"Armstrong, Wynne",M2N 6C7,Councillor,2.0,23,2006
750.0,"Wdowczyk, Frances",Monetary,Individual, ,"Arnold, Jane",N2K 3L5,Councillor,2.0,13,2006
250.0,"Verma, Sonali",Monetary,Individual, ,"Aronson, Lorne",K0K 2S0,Councillor,2.0,1,2006
200.0,"Harris, Dan",Monetary,Individual, ,"Arsenault, Jeremy",N1E 5H5,Councillor,2.0,35,2006
750.0,"Ather, Mohammed",Monetary,Individual, ,"Arshad, Muhammad",M1B 1R5,Councillor,2.0,42,2006
224.48,"Aynedjian, Hratch",Monetary,Corporation,"33 Delphinium Avenue, Richmond Hill",Artess Canada International Ltd.,L4E 4N6,Councillor,2.0,41,2006
300.0,"Nunziata, Frances",Monetary,Corporation,"10 Newkirk Road, Suite 14, Richmond Hill",Artisan Financial Services Inc.,L4C 5S3,Councillor,2.0,11,2006
300.0,"Ashton, Brian",Monetary,Individual, ,"Artmont, Lyn",L1Z 1H6,Councillor,2.0,36,2006
500.0,"Nadarajah, Kumar",Monetary,Individual, ,"Arumugampillai, Murugathas",M1B 3Z1,Councillor,2.0,42,2006
300.0,"Stintz, Karen",Monetary,Individual, ,"Arvanitakis, Angelo",M1P 4K2,Councillor,2.0,16,2006
750.0,"Thompson, Michael",Monetary,Corporation,"1909 Lawrence Ave E, Toronto",ARZ Bakery Ltd.,M1R 2Y6,Councillor,2.0,37,2006
300.0,"Salek, Susan",Monetary,Individual, ,"Asgar, Jamal",M2P 1L2,Councillor,2.0,34,2006
200.0,"Salek, Susan",Monetary,Individual, ,"Ashkani, Parisa",L4B 4L7,Councillor,2.0,34,2006
600.0,"Milczyn, Peter",Monetary,Corporation,"4 King Street West, Suite 1305, Toronto",Ashlar Urban Realty Inc. - Mr. Craig Smith,M5H 1B6,Councillor,2.0,5,2006
1224.06,"Ashton, Brian",Goods/Services,Individual, ,"Ashton, Brian",M1C 3M3,Councillor,2.0,36,2006
750.0,"Bussin, Sandra",Monetary,Corporation,"890 Yonge St, Suite 500, Toronto",Asiacan Investment Inc.,M4W 3P4,Councillor,2.0,32,2006
750.0,"Ather, Mohammed",Monetary,Individual, ,"Asif, Zakia",M1B 2E6,Councillor,2.0,42,2006
200.0,"South, Dilorece",Monetary,Individual, ,"Aspiotis, Steven",M2J 3L4,Councillor,2.0,14,2006
220.0,"Aminvaziri, Bahar",Monetary,Individual, ,"Asrani, Mansour",L4C 8S3,Councillor,2.0,26,2006
200.0,"Salek, Susan",Monetary,Individual, ,"Assadpour, Alamtaj",M2N 3G9,Councillor,2.0,34,2006
200.0,"Salek, Susan",Monetary,Individual, ,"Assadpour, Samad",L3T 1H6,Councillor,2.0,34,2006
250.0,"Giambrone, Adam",Monetary,Corporation,"560 King St West, Toronto",Assoc. Toronto Taxi-Cab Coop Ltd.,M5V 1M3,Councillor,2.0,18,2006
750.0,"Grimes, Mark",Monetary,Corporation,"560 King St. W., Toronto",Associated Toronto Tax-,M5V 1M3,Councillor,2.0,6,2006
300.0,"Ashton, Brian",Monetary,Corporation,"560 King Street West, Toronto",Associated Toronto Tax-Cab Cooperative Limited,M5V 1M3,Councillor,2.0,36,2006
750.0,"Minnan-Wong, Denzil",Monetary,Corporation,"560 King St. W., Toronto",Associated Toronto Taxi Cab Co-op Ltd.,M5V 1M3,Councillor,2.0,34,2006
750.0,"Di Giorgio, Frank",Monetary,Corporation,"560 King St. West, Toronto",Associated Toronto Taxi Cab Cooperative Ltd.,M5V 1M3,Councillor,2.0,12,2006
300.0,"De Baeremaeker, Glenn",Monetary,Trade Union,"560 King St. W., Toronto",Associated Toronto Taxi Cap Co-op,M5V 1M3,Councillor,2.0,38,2006
750.0,"Shiner, David",Monetary,Corporation,"560 King St. W., Toronto",Associated Toronto Taxi-Cab Co-Op Ltd.,M5V 1M3,Councillor,2.0,24,2006
500.0,"Berardinetti, Michelle",Monetary,Corporation,"560 King St. W., Toronto",Associated Toronto Taxi-Cab Co-op Ltd.,M5V 1M3,Councillor,2.0,35,2006
500.0,"Ainslie, Paul",Monetary,Corporation,"560 King Street West, Toronto",Associated Toronto Taxi-cab Co-opartive limited,M5V 1M3,Councillor,2.0,43,2006
750.0,"Mammoliti, Giorgio",Monetary,Corporation,"560 King St. West, Toronto",Associated Toronto Taxi-Cab Co-operative,M5V 1M3,Councillor,2.0,7,2006
750.0,"Ootes, Case",Monetary,Corporation,"560 King Street West, Toronto",Associated Toronto Taxi-Cab Co-Operative Limited,M5V 1M3,Councillor,2.0,29,2006
500.0,"Aynedjian, Hratch",Monetary,Corporation,"560 King Street West, Toronto",Associated Toronto Taxi-Cab Co-Operative Limited,M2V 1M3,Councillor,2.0,41,2006
750.0,"Milczyn, Peter",Monetary,Corporation,"560 King Street West, Toronto",Associated Toronto Taxi-Cab Cooperative Ltd.,M5V 1M3,Councillor,2.0,5,2006
400.0,"Moscoe, Howard",Monetary,Corporation,"560 King Street West, Toronto",Associated Toronto Taxicab Co-Op,M5V 1M3,Councillor,2.0,15,2006
750.0,"Nunziata, Frances",Monetary,Corporation,"560 King Street West, Toronto",Associated Toronto Taxicab Co-Op Ltd.,M5V 1M3,Councillor,2.0,11,2006
500.0,"Ford, Rob",Monetary,Corporation,"560 King Street West, Toronto",Associated Toronto TaxiCab/Co-operative Limited,M5V 1M3,Councillor,2.0,2,2006
300.0,"Hall, Suzan",Monetary,Corporation,"560 King Street West, Toronto",Associated Toronto Taxicabs Co-operative Ltd.,M5V 1M3,Councillor,2.0,1,2006
120.0,"Ootes, Case",Goods/Services,Corporation,"390 Danforth Avenue, Toronto",Astoria Shish Kebob House,M4K 1P3,Councillor,2.0,29,2006
200.0,"Li Preti, Peter",Monetary,Individual, ,"Astrella, Joe",M3J 1B7,Councillor,2.0,8,2006
200.0,"Alexopoulos, Diane",Monetary,Individual, ,"Atfield, Mary",M1N 2W4,Councillor,2.0,29,2006
500.0,"Grimes, Mark",Monetary,Corporation,"10042 Keele Street, Suite 102, Maple",ATG Ont.,L6A 1G3,Councillor,2.0,6,2006
5425.45,"Ather, Mohammed",Monetary,Individual, ,"Ather, Mohammed",M1B 1R1,Councillor,2.0,42,2006
200.0,"Parker, John",Monetary,Individual, ,"Athey, Brian",M4G 1N7,Councillor,2.0,26,2006
300.0,"Shah, Tushar",Monetary,Individual, ,"ATHIA, HASUMATIBEN",M1B 6A8,Councillor,2.0,38,2006
300.0,"Shah, Tushar",Monetary,Individual, ,"ATHIA, JASHUBHAI",M1B 6A8,Councillor,2.0,38,2006
200.0,"Minnan-Wong, Denzil",Monetary,Individual, ,"Atkey, Ron",M5X 1B8,Councillor,2.0,34,2006
